SEQUENCE_ID,STEP_INDEX,STEP
dev_igbt_seq_0083_t60,205,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,206,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,207,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,208,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,209,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,210,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,211,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,212,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,213,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,214,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,215,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,216,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,217,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,218,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,219,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,220,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,221,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,222,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,223,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,224,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,225,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,226,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,227,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,228,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,229,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,230,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,231,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,232,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,233,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,234,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,235,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,236,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,237,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,238,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,239,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,240,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,241,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,242,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,243,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,244,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,245,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,246,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,247,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,248,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,249,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,250,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,251,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,252,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,253,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,254,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,255,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,256,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,257,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,258,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,259,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,260,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,261,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,262,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,263,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,264,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,265,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,266,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,267,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,268,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,269,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,270,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,271,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,272,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,273,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,274,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,275,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,276,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,277,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,278,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,279,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,280,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,281,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,282,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,283,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,284,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,285,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,286,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,287,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,288,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,289,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,290,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,291,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,292,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,293,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,294,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,295,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,296,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,297,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,298,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,299,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,300,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,301,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,302,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,303,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,304,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,305,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,306,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,307,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,308,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,309,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,310,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,311,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,312,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,313,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,314,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,315,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,316,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,317,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,318,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,319,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,320,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,321,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,322,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,323,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,324,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,325,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,326,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,327,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,328,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,329,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,330,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,331,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,332,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,333,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,334,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,335,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,336,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,337,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,338,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,339,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,340,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,341,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,342,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,343,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,344,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,345,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,346,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,347,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,348,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,349,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,350,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,351,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,352,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,353,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,354,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,355,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,356,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,357,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,358,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,359,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,360,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,361,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,362,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,363,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,364,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,365,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,366,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,367,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,368,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,369,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,370,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,371,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,372,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,373,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,374,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,375,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,376,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,377,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,378,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,379,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,380,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,381,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,382,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,383,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,384,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,385,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,386,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,387,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,388,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,389,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,390,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,391,BACKSIDE ANNEAL
dev_igbt_seq_0083_t60,392,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,0,RECEIVE WAFER LOT
dev_igbt_seq_0083_t80,1,LOT IDENTIFICATION
dev_igbt_seq_0083_t80,2,INITIAL WAFER INSPECTION
dev_igbt_seq_0083_t80,3,MEASURE INITIAL THICKNESS
dev_igbt_seq_0083_t80,4,MEASURE SURFACE PARTICLES
dev_igbt_seq_0083_t80,5,PRE CLEAN WAFER
dev_igbt_seq_0083_t80,6,BACKSIDE CLEAN
dev_igbt_seq_0083_t80,7,FRONTSIDE CLEAN
dev_igbt_seq_0083_t80,8,RCA CLEAN 1
dev_igbt_seq_0083_t80,9,RCA CLEAN 2
dev_igbt_seq_0083_t80,10,HF DIP
dev_igbt_seq_0083_t80,11,DRY WAFER
dev_igbt_seq_0083_t80,12,EPITAXIAL WAFER CHECK
dev_igbt_seq_0083_t80,13,MEASURE EPITAXY THICKNESS
dev_igbt_seq_0083_t80,14,MEASURE RESISTIVITY
dev_igbt_seq_0083_t80,15,EPITAXIAL REWORK CHECK
dev_igbt_seq_0083_t80,16,EPITAXIAL LAYER PREP
dev_igbt_seq_0083_t80,17,THERMAL OXIDATION
dev_igbt_seq_0083_t80,18,MEASURE OXIDE THICKNESS
dev_igbt_seq_0083_t80,19,SPIN COAT PHOTORESIST
dev_igbt_seq_0083_t80,20,SOFT BAKE
dev_igbt_seq_0083_t80,21,ALIGN MASK LEVEL 1
dev_igbt_seq_0083_t80,22,EXPOSE LITHO LEVEL 1
dev_igbt_seq_0083_t80,23,DEVELOP PHOTORESIST
dev_igbt_seq_0083_t80,24,INSPECT PATTERN LEVEL 1
dev_igbt_seq_0083_t80,25,OXIDE ETCH DRY
dev_igbt_seq_0083_t80,26,STRIP PHOTORESIST
dev_igbt_seq_0083_t80,27,CLEAN AFTER OXIDE ETCH
dev_igbt_seq_0083_t80,28,MEASURE OPENING CD
dev_igbt_seq_0083_t80,29,IMPLANT P BODY
dev_igbt_seq_0083_t80,30,PRE ANNEAL CHECK
dev_igbt_seq_0083_t80,31,DRIVE IN DIFFUSION
dev_igbt_seq_0083_t80,32,RAPID THERMAL ANNEAL
dev_igbt_seq_0083_t80,33,MEASURE JUNCTION DEPTH
dev_igbt_seq_0083_t80,34,THERMAL OXIDATION
dev_igbt_seq_0083_t80,35,SPIN COAT PHOTORESIST
dev_igbt_seq_0083_t80,36,SOFT BAKE
dev_igbt_seq_0083_t80,37,ALIGN MASK LEVEL 2
dev_igbt_seq_0083_t80,38,EXPOSE LITHO LEVEL 2
dev_igbt_seq_0083_t80,39,POST EXPOSE BAKE
dev_igbt_seq_0083_t80,40,DEVELOP PHOTORESIST
dev_igbt_seq_0083_t80,41,P BODY WINDOW INSPECTION
dev_igbt_seq_0083_t80,42,HARD BAKE
dev_igbt_seq_0083_t80,43,ETCH SILICON OR OXIDE WINDOW
dev_igbt_seq_0083_t80,44,STRIP PHOTORESIST
dev_igbt_seq_0083_t80,45,CLEAN AFTER WINDOW ETCH
dev_igbt_seq_0083_t80,46,MEASURE WINDOW CD
dev_igbt_seq_0083_t80,47,IMPLANT N BUFFER
dev_igbt_seq_0083_t80,48,PRE ANNEAL CHECK
dev_igbt_seq_0083_t80,49,RAPID THERMAL ANNEAL
dev_igbt_seq_0083_t80,50,MEASURE SHEET RESISTANCE
dev_igbt_seq_0083_t80,51,EPITAXIAL REWORK CHECK
dev_igbt_seq_0083_t80,52,DEPOSIT FIELD OXIDE
dev_igbt_seq_0083_t80,53,DENSIFY OXIDE
dev_igbt_seq_0083_t80,54,MEASURE FILM THICKNESS
dev_igbt_seq_0083_t80,55,SPIN COAT PHOTORESIST
dev_igbt_seq_0083_t80,56,SOFT BAKE
dev_igbt_seq_0083_t80,57,ALIGN MASK LEVEL 3
dev_igbt_seq_0083_t80,58,EXPOSE LITHO LEVEL 3
dev_igbt_seq_0083_t80,59,POST EXPOSE BAKE
dev_igbt_seq_0083_t80,60,DEVELOP PHOTORESIST
dev_igbt_seq_0083_t80,61,FIELD PATTERN INSPECTION
dev_igbt_seq_0083_t80,62,HARD BAKE
dev_igbt_seq_0083_t80,63,FIELD OXIDE ETCH
dev_igbt_seq_0083_t80,64,STRIP PHOTORESIST
dev_igbt_seq_0083_t80,65,CLEAN AFTER FIELD ETCH
dev_igbt_seq_0083_t80,66,MEASURE SURFACE UNIFORMITY
dev_igbt_seq_0083_t80,67,IMPLANT SOURCE REGION
dev_igbt_seq_0083_t80,68,IMPLANT DRAIN / CATHODE REGION
dev_igbt_seq_0083_t80,69,RAPID THERMAL ANNEAL
dev_igbt_seq_0083_t80,70,MEASURE SHEET RESISTANCE
dev_igbt_seq_0083_t80,71,DEPOSIT GATE OXIDE OR DIELECTRIC
dev_igbt_seq_0083_t80,72,ANNEAL DIELECTRIC
dev_igbt_seq_0083_t80,73,MEASURE OXIDE QUALITY
dev_igbt_seq_0083_t80,74,DEPOSIT POLYSILICON
dev_igbt_seq_0083_t80,75,POLYSILICON ANNEAL
dev_igbt_seq_0083_t80,76,MEASURE POLY THICKNESS
dev_igbt_seq_0083_t80,77,SPIN COAT PHOTORESIST
dev_igbt_seq_0083_t80,78,SOFT BAKE
dev_igbt_seq_0083_t80,79,ALIGN MASK LEVEL 4
dev_igbt_seq_0083_t80,80,EXPOSE LITHO LEVEL 4
dev_igbt_seq_0083_t80,81,DEVELOP PHOTORESIST
dev_igbt_seq_0083_t80,82,POLY PATTERN INSPECTION
dev_igbt_seq_0083_t80,83,HARD BAKE
dev_igbt_seq_0083_t80,84,POLYSILICON ETCH DRY
dev_igbt_seq_0083_t80,85,STRIP PHOTORESIST
dev_igbt_seq_0083_t80,86,CLEAN AFTER POLY ETCH
dev_igbt_seq_0083_t80,87,MEASURE GATE CD
dev_igbt_seq_0083_t80,88,IMPLANT CHANNEL STOP
dev_igbt_seq_0083_t80,89,PRE ANNEAL CHECK
dev_igbt_seq_0083_t80,90,RAPID THERMAL ANNEAL
dev_igbt_seq_0083_t80,91,DEPOSIT INTERLAYER DIELECTRIC
dev_igbt_seq_0083_t80,92,DENSIFY DIELECTRIC
dev_igbt_seq_0083_t80,93,MEASURE FILM THICKNESS
dev_igbt_seq_0083_t80,94,CMP DIELECTRIC
dev_igbt_seq_0083_t80,95,MEASURE PLANARITY
dev_igbt_seq_0083_t80,96,SPIN COAT PHOTORESIST
dev_igbt_seq_0083_t80,97,SOFT BAKE
dev_igbt_seq_0083_t80,98,ALIGN MASK LEVEL 5
dev_igbt_seq_0083_t80,99,EXPOSE LITHO LEVEL 5
dev_igbt_seq_0083_t80,100,DEVELOP PHOTORESIST
dev_igbt_seq_0083_t80,101,VIA INSPECTION
dev_igbt_seq_0083_t80,102,HARD BAKE
dev_igbt_seq_0083_t80,103,DIELECTRIC ETCH VIA
dev_igbt_seq_0083_t80,104,STRIP PHOTORESIST
dev_igbt_seq_0083_t80,105,CLEAN AFTER VIA ETCH
dev_igbt_seq_0083_t80,106,DEPOSIT BARRIER METAL
dev_igbt_seq_0083_t80,107,DEPOSIT METAL SEED
dev_igbt_seq_0083_t80,108,FILL VIA METAL
dev_igbt_seq_0083_t80,109,CMP METAL
dev_igbt_seq_0083_t80,110,DEPOSIT TOP METAL
dev_igbt_seq_0083_t80,111,ANNEAL METAL
dev_igbt_seq_0083_t80,112,SPIN COAT PHOTORESIST
dev_igbt_seq_0083_t80,113,SOFT BAKE
dev_igbt_seq_0083_t80,114,ALIGN MASK LEVEL 6
dev_igbt_seq_0083_t80,115,EXPOSE LITHO LEVEL 6
dev_igbt_seq_0083_t80,116,POST EXPOSE BAKE
dev_igbt_seq_0083_t80,117,DEVELOP PHOTORESIST
dev_igbt_seq_0083_t80,118,METAL PATTERN INSPECTION
dev_igbt_seq_0083_t80,119,METAL ETCH DRY
dev_igbt_seq_0083_t80,120,STRIP RESIST
dev_igbt_seq_0083_t80,121,CLEAN AFTER METAL ETCH
dev_igbt_seq_0083_t80,122,MEASURE LINE WIDTH
dev_igbt_seq_0083_t80,123,DEPOSIT PASSIVATION LAYER
dev_igbt_seq_0083_t80,124,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,125,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,126,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,127,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,128,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,129,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,130,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,131,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,132,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,133,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,134,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,135,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,136,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,137,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,138,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,139,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,140,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,141,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,142,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,143,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,144,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,145,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,146,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,147,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,148,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,149,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,150,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,151,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,152,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,153,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,154,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,155,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,156,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,157,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,158,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,159,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,160,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,161,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,162,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,163,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,164,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,165,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,166,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,167,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,168,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,169,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,170,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,171,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,172,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,173,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,174,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,175,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,176,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,177,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,178,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,179,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,180,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,181,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,182,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,183,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,184,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,185,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,186,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,187,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,188,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,189,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,190,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,191,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,192,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,193,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,194,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,195,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,196,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,197,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,198,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,199,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,200,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,201,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,202,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,203,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,204,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,205,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,206,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,207,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,208,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,209,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,210,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,211,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,212,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,213,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,214,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,215,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,216,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,217,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,218,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,219,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,220,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,221,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,222,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,223,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,224,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,225,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,226,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,227,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,228,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,229,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,230,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,231,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,232,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,233,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,234,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,235,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,236,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,237,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,238,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,239,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,240,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,241,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,242,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,243,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,244,BACKSIDE ANNEAL
dev_igbt_seq_0083_t80,245,BACKSIDE ANNEAL
