SEQUENCE_ID,RANK,STEP
dev_mosfet_seq_0353_t80,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0353_t80,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0353_t80,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0353_t80,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0021_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0021_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0021_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0021_t60,4,CURE PASSIVATION
dev_mosfet_seq_0021_t60,5,OPEN BOND PAD WINDOW
dev_mosfet_seq_0021_t80,1,BACKSIDE ANNEAL
dev_mosfet_seq_0021_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0021_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0021_t80,4,CURE PASSIVATION
dev_mosfet_seq_0021_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0375_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0375_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0375_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0375_t60,4,CURE PASSIVATION
dev_mosfet_seq_0375_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0375_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0375_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0375_t80,3,CURE PASSIVATION
dev_mosfet_seq_0375_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0375_t80,5,METAL PATTERN INSPECTION
dev_mosfet_seq_0035_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0035_t60,2,CURE PASSIVATION
dev_mosfet_seq_0035_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0035_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0035_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0035_t80,1,SOFT BAKE
dev_mosfet_seq_0035_t80,2,CURE PASSIVATION
dev_mosfet_seq_0035_t80,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0035_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0035_t80,5,DEVELOP PHOTORESIST
dev_mosfet_seq_0547_t60,1,CURE PASSIVATION
dev_mosfet_seq_0547_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0547_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0547_t60,4,DEPOSIT POLYSILICON
dev_mosfet_seq_0547_t60,5,STRIP RESIST
dev_mosfet_seq_0547_t80,1,SOFT BAKE
dev_mosfet_seq_0547_t80,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0547_t80,3,CURE PASSIVATION
dev_mosfet_seq_0547_t80,4,DEPOSIT POLYSILICON
dev_mosfet_seq_0547_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0989_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0989_t60,2,CURE PASSIVATION
dev_mosfet_seq_0989_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0989_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0989_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0989_t80,1,STRIP RESIST
dev_mosfet_seq_0989_t80,2,CURE PASSIVATION
dev_mosfet_seq_0989_t80,3,DEVELOP PHOTORESIST
dev_mosfet_seq_0989_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0989_t80,5,BACKSIDE ANNEAL
dev_mosfet_seq_0349_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0349_t60,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0349_t60,3,CURE PASSIVATION
dev_mosfet_seq_0349_t60,4,BACKSIDE ANNEAL
dev_mosfet_seq_0349_t60,5,STRIP RESIST
dev_mosfet_seq_0349_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0349_t80,2,CURE PASSIVATION
dev_mosfet_seq_0349_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0349_t80,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0349_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0830_t60,1,CURE PASSIVATION
dev_mosfet_seq_0830_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0830_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0830_t60,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0830_t60,5,BACKSIDE ANNEAL
dev_mosfet_seq_0830_t80,1,SOFT BAKE
dev_mosfet_seq_0830_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0830_t80,3,CURE PASSIVATION
dev_mosfet_seq_0830_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0830_t80,5,DEVELOP PHOTORESIST
dev_mosfet_seq_0067_t60,1,CURE PASSIVATION
dev_mosfet_seq_0067_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0067_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0067_t60,4,DEPOSIT POLYSILICON
dev_mosfet_seq_0067_t60,5,STRIP RESIST
dev_mosfet_seq_0067_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0067_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0067_t80,3,CURE PASSIVATION
dev_mosfet_seq_0067_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0067_t80,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0912_t60,1,DIELECTRIC ETCH VIA
dev_mosfet_seq_0912_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0912_t60,3,CURE PASSIVATION
dev_mosfet_seq_0912_t60,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0912_t60,5,DEVELOP PHOTORESIST
dev_mosfet_seq_0912_t80,1,SOFT BAKE
dev_mosfet_seq_0912_t80,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0912_t80,3,OPEN BOND PAD WINDOW
dev_mosfet_seq_0912_t80,4,CURE PASSIVATION
dev_mosfet_seq_0912_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0620_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0620_t60,2,CURE PASSIVATION
dev_mosfet_seq_0620_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0620_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0620_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0620_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0620_t80,2,CURE PASSIVATION
dev_mosfet_seq_0620_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0620_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0620_t80,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0426_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0426_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0426_t60,3,DIELECTRIC ETCH VIA
dev_mosfet_seq_0426_t60,4,CURE PASSIVATION
dev_mosfet_seq_0426_t60,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0426_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0426_t80,2,CURE PASSIVATION
dev_mosfet_seq_0426_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0426_t80,4,OPEN BOND PAD WINDOW
dev_mosfet_seq_0426_t80,5,POST EXPOSE BAKE
dev_mosfet_seq_0486_t60,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0486_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0486_t60,3,CURE PASSIVATION
dev_mosfet_seq_0486_t60,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0486_t60,5,DEPOSIT POLYSILICON
dev_mosfet_seq_0486_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0486_t80,2,OPEN BOND PAD WINDOW
dev_mosfet_seq_0486_t80,3,BACKSIDE ANNEAL
dev_mosfet_seq_0486_t80,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0486_t80,5,SPIN COAT PHOTORESIST
dev_mosfet_seq_0527_t60,1,CURE PASSIVATION
dev_mosfet_seq_0527_t60,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0527_t60,3,STRIP RESIST
dev_mosfet_seq_0527_t60,4,DIELECTRIC ETCH VIA
dev_mosfet_seq_0527_t60,5,BACKSIDE ANNEAL
dev_mosfet_seq_0527_t80,1,DEVELOP PHOTORESIST
dev_mosfet_seq_0527_t80,2,DIELECTRIC ETCH VIA
dev_mosfet_seq_0527_t80,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0527_t80,4,CURE PASSIVATION
dev_mosfet_seq_0527_t80,5,BACKSIDE ANNEAL
dev_mosfet_seq_0938_t60,1,DIELECTRIC ETCH VIA
dev_mosfet_seq_0938_t60,2,BACKSIDE ANNEAL
dev_mosfet_seq_0938_t60,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0938_t60,4,CURE PASSIVATION
dev_mosfet_seq_0938_t60,5,DEVELOP PHOTORESIST
dev_mosfet_seq_0938_t80,1,CURE PASSIVATION
dev_mosfet_seq_0938_t80,2,DEVELOP PHOTORESIST
dev_mosfet_seq_0938_t80,3,SPIN COAT PHOTORESIST
dev_mosfet_seq_0938_t80,4,BACKSIDE ANNEAL
dev_mosfet_seq_0938_t80,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0469_t60,1,CURE PASSIVATION
dev_mosfet_seq_0469_t60,2,SPIN COAT PHOTORESIST
dev_mosfet_seq_0469_t60,3,BACKSIDE ANNEAL
dev_mosfet_seq_0469_t60,4,DEVELOP PHOTORESIST
dev_mosfet_seq_0469_t60,5,DIELECTRIC ETCH VIA
dev_mosfet_seq_0469_t80,1,SOFT BAKE
dev_mosfet_seq_0469_t80,2,BACKSIDE ANNEAL
dev_mosfet_seq_0469_t80,3,CURE PASSIVATION
dev_mosfet_seq_0469_t80,4,SPIN COAT PHOTORESIST
dev_mosfet_seq_0469_t80,5,DEVELOP PHOTORESIST
dev_igbt_seq_0097_t60,1,CURE PASSIVATION
dev_igbt_seq_0097_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0097_t60,3,DEVELOP PHOTORESIST
dev_igbt_seq_0097_t60,4,BACKSIDE ANNEAL
dev_igbt_seq_0097_t60,5,SOFT BAKE
dev_igbt_seq_0097_t80,1,BACKSIDE ANNEAL
dev_igbt_seq_0097_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0097_t80,3,CURE PASSIVATION
dev_igbt_seq_0097_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0097_t80,5,POST EXPOSE BAKE
dev_igbt_seq_0292_t60,1,BACKSIDE ANNEAL
dev_igbt_seq_0292_t60,2,OPEN BOND PAD WINDOW
dev_igbt_seq_0292_t60,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0292_t60,4,SOFT BAKE
dev_igbt_seq_0292_t60,5,DEVELOP PHOTORESIST
dev_igbt_seq_0292_t80,1,CURE PASSIVATION
dev_igbt_seq_0292_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0292_t80,3,DIELECTRIC ETCH VIA
dev_igbt_seq_0292_t80,4,BACKSIDE ANNEAL
dev_igbt_seq_0292_t80,5,STRIP RESIST
dev_igbt_seq_0629_t60,1,CURE PASSIVATION
dev_igbt_seq_0629_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0629_t60,3,BACKSIDE ANNEAL
dev_igbt_seq_0629_t60,4,SPIN COAT PHOTORESIST
dev_igbt_seq_0629_t60,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0629_t80,1,CURE PASSIVATION
dev_igbt_seq_0629_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0629_t80,3,SOFT BAKE
dev_igbt_seq_0629_t80,4,BACKSIDE ANNEAL
dev_igbt_seq_0629_t80,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0475_t60,1,SOFT BAKE
dev_igbt_seq_0475_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0475_t60,3,DEVELOP PHOTORESIST
dev_igbt_seq_0475_t60,4,CURE PASSIVATION
dev_igbt_seq_0475_t60,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0475_t80,1,CURE PASSIVATION
dev_igbt_seq_0475_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0475_t80,3,DIELECTRIC ETCH VIA
dev_igbt_seq_0475_t80,4,DEVELOP PHOTORESIST
dev_igbt_seq_0475_t80,5,SPIN COAT PHOTORESIST
dev_igbt_seq_0250_t60,1,DEVELOP PHOTORESIST
dev_igbt_seq_0250_t60,2,BACKSIDE ANNEAL
dev_igbt_seq_0250_t60,3,CURE PASSIVATION
dev_igbt_seq_0250_t60,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0250_t60,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0250_t80,1,BACKSIDE ANNEAL
dev_igbt_seq_0250_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0250_t80,3,DIELECTRIC ETCH VIA
dev_igbt_seq_0250_t80,4,METAL PATTERN INSPECTION
dev_igbt_seq_0250_t80,5,CLEAN AFTER METAL ETCH
dev_igbt_seq_0066_t60,1,CURE PASSIVATION
dev_igbt_seq_0066_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0066_t60,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0066_t60,4,SOFT BAKE
dev_igbt_seq_0066_t60,5,BACKSIDE ANNEAL
dev_igbt_seq_0066_t80,1,CURE PASSIVATION
dev_igbt_seq_0066_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0066_t80,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0066_t80,4,DEVELOP PHOTORESIST
dev_igbt_seq_0066_t80,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0906_t60,1,OPEN BOND PAD WINDOW
dev_igbt_seq_0906_t60,2,BACKSIDE ANNEAL
dev_igbt_seq_0906_t60,3,DEVELOP PHOTORESIST
dev_igbt_seq_0906_t60,4,SPIN COAT PHOTORESIST
dev_igbt_seq_0906_t60,5,DEPOSIT POLYSILICON
dev_igbt_seq_0906_t80,1,CURE PASSIVATION
dev_igbt_seq_0906_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0906_t80,3,BACKSIDE ANNEAL
dev_igbt_seq_0906_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0906_t80,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0668_t60,1,DEVELOP PHOTORESIST
dev_igbt_seq_0668_t60,2,OPEN BOND PAD WINDOW
dev_igbt_seq_0668_t60,3,CURE PASSIVATION
dev_igbt_seq_0668_t60,4,POST EXPOSE BAKE
dev_igbt_seq_0668_t60,5,BACKSIDE ANNEAL
dev_igbt_seq_0668_t80,1,CURE PASSIVATION
dev_igbt_seq_0668_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0668_t80,3,BACKSIDE ANNEAL
dev_igbt_seq_0668_t80,4,SPIN COAT PHOTORESIST
dev_igbt_seq_0668_t80,5,POST EXPOSE BAKE
dev_igbt_seq_0402_t60,1,SOFT BAKE
dev_igbt_seq_0402_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0402_t60,3,CURE PASSIVATION
dev_igbt_seq_0402_t60,4,BACKSIDE ANNEAL
dev_igbt_seq_0402_t60,5,DEVELOP PHOTORESIST
dev_igbt_seq_0402_t80,1,CURE PASSIVATION
dev_igbt_seq_0402_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0402_t80,3,BACKSIDE ANNEAL
dev_igbt_seq_0402_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0402_t80,5,FINAL CD INSPECTION
dev_igbt_seq_0036_t60,1,DEVELOP PHOTORESIST
dev_igbt_seq_0036_t60,2,CURE PASSIVATION
dev_igbt_seq_0036_t60,3,BACKSIDE ANNEAL
dev_igbt_seq_0036_t60,4,POST EXPOSE BAKE
dev_igbt_seq_0036_t60,5,SPIN COAT PHOTORESIST
dev_igbt_seq_0036_t80,1,CURE PASSIVATION
dev_igbt_seq_0036_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0036_t80,3,DEVELOP PHOTORESIST
dev_igbt_seq_0036_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0036_t80,5,POST EXPOSE BAKE
dev_igbt_seq_0347_t60,1,DEVELOP PHOTORESIST
dev_igbt_seq_0347_t60,2,CURE PASSIVATION
dev_igbt_seq_0347_t60,3,BACKSIDE ANNEAL
dev_igbt_seq_0347_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0347_t60,5,SOFT BAKE
dev_igbt_seq_0347_t80,1,CURE PASSIVATION
dev_igbt_seq_0347_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0347_t80,3,DEVELOP PHOTORESIST
dev_igbt_seq_0347_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0347_t80,5,POST EXPOSE BAKE
dev_igbt_seq_0892_t60,1,CURE PASSIVATION
dev_igbt_seq_0892_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0892_t60,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0892_t60,4,BACKSIDE ANNEAL
dev_igbt_seq_0892_t60,5,POST EXPOSE BAKE
dev_igbt_seq_0892_t80,1,DEVELOP PHOTORESIST
dev_igbt_seq_0892_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0892_t80,3,OPEN BOND PAD WINDOW
dev_igbt_seq_0892_t80,4,MEASURE PASSIVATION THICKNESS
dev_igbt_seq_0892_t80,5,POST EXPOSE BAKE
dev_igbt_seq_0467_t60,1,OPEN BOND PAD WINDOW
dev_igbt_seq_0467_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0467_t60,3,BACKSIDE ANNEAL
dev_igbt_seq_0467_t60,4,SPIN COAT PHOTORESIST
dev_igbt_seq_0467_t60,5,CURE PASSIVATION
dev_igbt_seq_0467_t80,1,CURE PASSIVATION
dev_igbt_seq_0467_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0467_t80,3,BACKSIDE ANNEAL
dev_igbt_seq_0467_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0467_t80,5,CLEAN AFTER METAL ETCH
dev_igbt_seq_0301_t60,1,SOFT BAKE
dev_igbt_seq_0301_t60,2,OPEN BOND PAD WINDOW
dev_igbt_seq_0301_t60,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0301_t60,4,DEVELOP PHOTORESIST
dev_igbt_seq_0301_t60,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0301_t80,1,CURE PASSIVATION
dev_igbt_seq_0301_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0301_t80,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0301_t80,4,DEPOSIT POLYSILICON
dev_igbt_seq_0301_t80,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0928_t60,1,CURE PASSIVATION
dev_igbt_seq_0928_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0928_t60,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0928_t60,4,BACKSIDE ANNEAL
dev_igbt_seq_0928_t60,5,POST EXPOSE BAKE
dev_igbt_seq_0928_t80,1,BACKSIDE ANNEAL
dev_igbt_seq_0928_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0928_t80,3,SOFT BAKE
dev_igbt_seq_0928_t80,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0928_t80,5,CURE PASSIVATION
dev_igbt_seq_0079_t60,1,DEVELOP PHOTORESIST
dev_igbt_seq_0079_t60,2,BACKSIDE ANNEAL
dev_igbt_seq_0079_t60,3,CURE PASSIVATION
dev_igbt_seq_0079_t60,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0079_t60,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0079_t80,1,BACKSIDE ANNEAL
dev_igbt_seq_0079_t80,2,CURE PASSIVATION
dev_igbt_seq_0079_t80,3,METAL PATTERN INSPECTION
dev_igbt_seq_0079_t80,4,DEVELOP PHOTORESIST
dev_igbt_seq_0079_t80,5,SPIN COAT PHOTORESIST
dev_igbt_seq_0804_t60,1,BACKSIDE ANNEAL
dev_igbt_seq_0804_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0804_t60,3,DEVELOP PHOTORESIST
dev_igbt_seq_0804_t60,4,CURE PASSIVATION
dev_igbt_seq_0804_t60,5,POST EXPOSE BAKE
dev_igbt_seq_0804_t80,1,CURE PASSIVATION
dev_igbt_seq_0804_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0804_t80,3,DIELECTRIC ETCH VIA
dev_igbt_seq_0804_t80,4,BACKSIDE ANNEAL
dev_igbt_seq_0804_t80,5,STRIP RESIST
dev_igbt_seq_0826_t60,1,BACKSIDE ANNEAL
dev_igbt_seq_0826_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0826_t60,3,CURE PASSIVATION
dev_igbt_seq_0826_t60,4,SPIN COAT PHOTORESIST
dev_igbt_seq_0826_t60,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0826_t80,1,CURE PASSIVATION
dev_igbt_seq_0826_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0826_t80,3,BACKSIDE ANNEAL
dev_igbt_seq_0826_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0826_t80,5,DEPOSIT POLYSILICON
dev_igbt_seq_1000_t60,1,CURE PASSIVATION
dev_igbt_seq_1000_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_1000_t60,3,POST EXPOSE BAKE
dev_igbt_seq_1000_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_1000_t60,5,BACKSIDE ANNEAL
dev_igbt_seq_1000_t80,1,CURE PASSIVATION
dev_igbt_seq_1000_t80,2,SOFT BAKE
dev_igbt_seq_1000_t80,3,DEVELOP PHOTORESIST
dev_igbt_seq_1000_t80,4,SPIN COAT PHOTORESIST
dev_igbt_seq_1000_t80,5,BACKSIDE ANNEAL
dev_igbt_seq_0469_t60,1,BACKSIDE ANNEAL
dev_igbt_seq_0469_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0469_t60,3,CURE PASSIVATION
dev_igbt_seq_0469_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0469_t60,5,MEASURE FILM THICKNESS
dev_igbt_seq_0469_t80,1,CURE PASSIVATION
dev_igbt_seq_0469_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0469_t80,3,DEVELOP PHOTORESIST
dev_igbt_seq_0469_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0469_t80,5,STRIP RESIST
dev_igbt_seq_0186_t60,1,CURE PASSIVATION
dev_igbt_seq_0186_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0186_t60,3,POST EXPOSE BAKE
dev_igbt_seq_0186_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0186_t60,5,BACKSIDE ANNEAL
dev_igbt_seq_0186_t80,1,SOFT BAKE
dev_igbt_seq_0186_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0186_t80,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0186_t80,4,BACKSIDE ANNEAL
dev_igbt_seq_0186_t80,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0729_t60,1,CURE PASSIVATION
dev_igbt_seq_0729_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0729_t60,3,BACKSIDE ANNEAL
dev_igbt_seq_0729_t60,4,SPIN COAT PHOTORESIST
dev_igbt_seq_0729_t60,5,SOFT BAKE
dev_igbt_seq_0729_t80,1,DEVELOP PHOTORESIST
dev_igbt_seq_0729_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0729_t80,3,OPEN BOND PAD WINDOW
dev_igbt_seq_0729_t80,4,POST EXPOSE BAKE
dev_igbt_seq_0729_t80,5,MEASURE PASSIVATION THICKNESS
dev_igbt_seq_0071_t60,1,SPIN COAT PHOTORESIST
dev_igbt_seq_0071_t60,2,BACKSIDE ANNEAL
dev_igbt_seq_0071_t60,3,CURE PASSIVATION
dev_igbt_seq_0071_t60,4,SOFT BAKE
dev_igbt_seq_0071_t60,5,DEVELOP PHOTORESIST
dev_igbt_seq_0071_t80,1,CURE PASSIVATION
dev_igbt_seq_0071_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0071_t80,3,BACKSIDE ANNEAL
dev_igbt_seq_0071_t80,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0071_t80,5,STRIP RESIST
dev_igbt_seq_0489_t60,1,SOFT BAKE
dev_igbt_seq_0489_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0489_t60,3,CURE PASSIVATION
dev_igbt_seq_0489_t60,4,DIELECTRIC ETCH VIA
dev_igbt_seq_0489_t60,5,DEVELOP PHOTORESIST
dev_igbt_seq_0489_t80,1,CURE PASSIVATION
dev_igbt_seq_0489_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0489_t80,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0489_t80,4,BACKSIDE ANNEAL
dev_igbt_seq_0489_t80,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0662_t60,1,SOFT BAKE
dev_igbt_seq_0662_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0662_t60,3,CURE PASSIVATION
dev_igbt_seq_0662_t60,4,BACKSIDE ANNEAL
dev_igbt_seq_0662_t60,5,DEVELOP PHOTORESIST
dev_igbt_seq_0662_t80,1,DEVELOP PHOTORESIST
dev_igbt_seq_0662_t80,2,BACKSIDE ANNEAL
dev_igbt_seq_0662_t80,3,OPEN BOND PAD WINDOW
dev_igbt_seq_0662_t80,4,POST EXPOSE BAKE
dev_igbt_seq_0662_t80,5,MEASURE PASSIVATION THICKNESS
dev_igbt_seq_0721_t60,1,SOFT BAKE
dev_igbt_seq_0721_t60,2,SPIN COAT PHOTORESIST
dev_igbt_seq_0721_t60,3,CURE PASSIVATION
dev_igbt_seq_0721_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0721_t60,5,BACKSIDE ANNEAL
dev_igbt_seq_0721_t80,1,CURE PASSIVATION
dev_igbt_seq_0721_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0721_t80,3,SPIN COAT PHOTORESIST
dev_igbt_seq_0721_t80,4,BACKSIDE ANNEAL
dev_igbt_seq_0721_t80,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0743_t60,1,BACKSIDE ANNEAL
dev_igbt_seq_0743_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0743_t60,3,CURE PASSIVATION
dev_igbt_seq_0743_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0743_t60,5,DIELECTRIC ETCH VIA
dev_igbt_seq_0743_t80,1,BACKSIDE ANNEAL
dev_igbt_seq_0743_t80,2,CURE PASSIVATION
dev_igbt_seq_0743_t80,3,DIELECTRIC ETCH VIA
dev_igbt_seq_0743_t80,4,DEVELOP PHOTORESIST
dev_igbt_seq_0743_t80,5,OPEN BOND PAD WINDOW
dev_igbt_seq_0720_t60,1,CURE PASSIVATION
dev_igbt_seq_0720_t60,2,DEVELOP PHOTORESIST
dev_igbt_seq_0720_t60,3,POST EXPOSE BAKE
dev_igbt_seq_0720_t60,4,OPEN BOND PAD WINDOW
dev_igbt_seq_0720_t60,5,BACKSIDE ANNEAL
dev_igbt_seq_0720_t80,1,CURE PASSIVATION
dev_igbt_seq_0720_t80,2,DEVELOP PHOTORESIST
dev_igbt_seq_0720_t80,3,DIELECTRIC ETCH VIA
dev_igbt_seq_0720_t80,4,BACKSIDE ANNEAL
